file,status,reason,word_count,alpha_ratio,symbol_ratio,digit_ratio,unique_token_ratio,repeat_token_ratio,avg_token_len,strict_lang,preview
data\whisper_transcriptions\Isolated Atoms - Tell Me What I Want 11933.txt,kept,,52,0.7662,0.0324,0.0,0.5769,0.0962,3.9423,unknown,I'm flicking through the past in life And I'm hoping to move my mind tonight I've been looking I've been looking I've been looking Can you come and tell me what I want now? My mind's been locked so far I feel proud Can you come and tell me what I wan
data\whisper_transcriptions\It's Notherground Music!! - Future Music _11818_.txt,kept,,86,0.7697,0.0351,0.0,0.7326,0.093,4.0349,unknown,"That's your mind, I've to find it the best, y'all Expand it so I remind you of Les Paul Tommy Dow got to kill the zone, the feeling is strong Like Philip Ramon, you're feeling your bones Studios, your place in your houses We went from knobs to faders"
data\whisper_transcriptions\Itasca - After Dawn 116873.txt,kept,,7,0.8478,0.0217,0.0,0.8571,0.2857,5.5714,unknown,piano手 ballet piano connected with people andY
data\whisper_transcriptions\Itasca - At The Table 116876.txt,kept,,40,0.7778,0.0202,0.0,0.825,0.1,3.825,unknown,"And I'm thinking how long it's taking to put the roof over here Hair is woven into sheets, walls held up with sweat and pray Now she pours the wine, then she starts to sing Now the rest of the world"
data\whisper_transcriptions\Itasca - Henfight 139522.txt,kept,,21,0.7576,0.0101,0.0,0.9048,0.0952,3.4762,unknown,My side that I see The wind and the breeze Will put me where I belong Ooh Ooh Now it's a draw to go
data\whisper_transcriptions\Itasca - Layman's Banquet 139524.txt,kept,,35,0.7853,0.0113,0.0,0.8857,0.1143,3.9429,unknown,"No, he won't settle down for that You need a target to amen Truth is polishing that end of stone Till its point might cut a last Any patron he regrets He was waiting and he said"
data\whisper_transcriptions\Itasca - Marcy Rain 116874.txt,kept,,31,0.7914,0.0184,0.0,0.9032,0.0968,4.1613,unknown,"Around each corner, near confusion lies Shame, that's all I have Waging for me there Marcy reigns here And like the flock it must move on With the wind of the wind"
data\whisper_transcriptions\Itasca - Marcy Rain _116874_.txt,kept,,29,0.7707,0.0446,0.0,0.9655,0.069,4.1724,unknown,"Around each corner, near confusion lies, Shame that's all I have, waiting for me there. Marsy rain is here, and like the flock it must move on with the wind."
data\whisper_transcriptions\Itasca - No Consequence 139520.txt,kept,,34,0.7836,0.0175,0.0,0.9118,0.0588,3.8529,unknown,Sky-lay letters from doubters but you Forget that I'm in the blink of an eye And I look up upon you with my ordinary stare Who is this blind guy who walks with no regrets?
data\whisper_transcriptions\Itasca - Sky Ride 116872.txt,kept,,19,0.7386,0.0455,0.0,0.8421,0.1053,3.4211,unknown,"Summer was there upon us no time, taken away, and now it's time I go my own, and cast my"
data\whisper_transcriptions\Itasca - The Hermit's View 139523.txt,kept,,28,0.7857,0.039,0.0,0.8571,0.1429,4.3571,unknown,"We walked our weary roads, and we're turning into the same tree, and the chimney smoke happened. This is the growing world, the garden to turn its ground."
data\whisper_transcriptions\Itasca - The Hermit's View _139523_.txt,kept,,29,0.8054,0.0,0.0,0.7586,0.1379,4.1034,unknown,After we were heroes and were turning into the same dream And the dream we smelt like a habit This is the growing world The garden to turn its ground
data\whisper_transcriptions\Ivana XL - Superhero Style 66058.txt,kept,,19,0.789,0.0367,0.0,0.7895,0.1053,4.5263,unknown,"Unappealing How, how It's a maze Just look at The bright, bright side Of this bottomless Black, black Ooh Ooh"
data\whisper_transcriptions\Ivanovich - Solo Guitar 27866.txt,dropped,too_repetitive,17,0.7586,0.0345,0.0,0.7059,0.3529,3.7647,unknown,F company My partners So for I love love Love love Love What This Is잖아요 Love Do The You
data\whisper_transcriptions\J Mano - Be Yourself 119940.txt,kept,,110,0.7565,0.0408,0.0,0.7909,0.0727,4.0545,unknown,"Watch your bad display to the younger age, what to say? Hey, I'ma keep doing me, I'ma get paid Spit the heat, feel the breeze when I switch lanes I see the streets full of creeps and I can't see the feet I just reach for the G's like, uh Haters wishi"
data\whisper_transcriptions\J Mano - Goals 119942.txt,kept,,89,0.74,0.042,0.012,0.6966,0.0562,3.9326,unknown,"If you just sit around, so I gotta get up and get out of town Girl, I said I'll be on the road, I'll be back I'm just reaching for a goal So don't be upset when I'm not around Just know I'll be back, so no need to frown Graduated high school, I'm sat"
data\whisper_transcriptions\J Mano - Goals _119942_.txt,kept,,87,0.7296,0.0497,0.0139,0.7241,0.046,3.977,unknown,"If you just sit around, so I gotta get up and get outta town Girl I said I'll be on the road, I'll be back I'm just reaching for a goal, so don't be upset when I'm not around Just know I'll be back, so no need to frown Graduated high school, I'm sati"
data\whisper_transcriptions\J Mano - Riding Music 119939.txt,kept,,92,0.7676,0.0343,0.0,0.8043,0.0435,4.2065,unknown,"What the niggas say to you? When the sun runs out, the worms come out No birds around to help us, nor a burner to shout I'm without one cause I ain't about it I should keep a blade tucked in case the crowd gets rowdy Out here ain't safe, but I ain't "
data\whisper_transcriptions\J-K - Aperitivos 71216.txt,kept,,74,0.7424,0.0742,0.0,0.7027,0.0676,4.3378,unknown,"Eu sou único, tipo voz bonita, deslizar no público, de apagar ao público Sem hits, não critico nem pacifique, o que é que fazes no rap match? Ao ouvir pelos aperitivos Eu sou único, tipo unicórnio, óbvio, não a veres nas trites Com atrites, não provo"
data\whisper_transcriptions\J-K - Cara de Poker 71225.txt,kept,,7,0.7949,0.0256,0.0,0.8571,0.2857,4.2857,unknown,"Vivo na Matrix, sei que a Matrix existe"
data\whisper_transcriptions\J-K - Henna Negra 144172.txt,kept,,83,0.7909,0.0316,0.0,0.8675,0.0482,4.6867,unknown,"Vavas de mim se soubesses falar e acho que estou a melhorar Só com o teu olhar não consigo desfiar, estou preso na pintura epidérmica Aposto tens poderes, deves ser, tela é cinética, não é sintética Parece que nasceste desenhada, por outro lado tu só"
data\whisper_transcriptions\J-K - Mãos Soltas 144170.txt,kept,,78,0.7747,0.0494,0.0,0.8462,0.0385,4.8077,unknown,"Tens espaço, o teto desce e precisas de um palmo para respirares Recarrega as baterias do teu âmago Estica os dedos, apanha um relâmpago Acenda o de vandade, diz eu deus à gravidade Estamos fios, não sentimos o peso nestes frases Levanta-te, anda, re"
data\whisper_transcriptions\J-K - Mãos Soltas _144170_.txt,kept,,73,0.7651,0.056,0.0022,0.8904,0.0411,4.6164,unknown,"Tem espaço que é de desce e precisas de um palmo para respirares De carregar as baterias do teu amadu Esticam os dedos, apanham o relâmpago A C9 vanado diz os meus agravidades Estamos três, não tem nenhum supezo nesses braços O vântade anda, respira "
data\whisper_transcriptions\J-K - Sorriso (Parvo) 144173.txt,kept,,66,0.7899,0.0372,0.0,0.9394,0.0455,5.2273,unknown,"Parf Maquinista, Deus é que se máquina na bizarra alternativa Cria o final da fantasia, só funciona com avaria Única contrapartida, não acredito em coincidências Mas abre o peito a balas perdidas Sorriso Parf, escondo o retrato como Dorian Gray O jog"
data\whisper_transcriptions\J-K - Sorriso (Parvo) _144173_.txt,kept,,64,0.7709,0.0551,0.0,0.9219,0.0469,5.1719,unknown,"Machinista, Deus ex machina na bizarra, o que motiva criou o final da fantasia Só funcione com a varia, única contrapartida, não acredite em coincidências mas abre o peito, a bola é espedidas Sorriso de barfes, condo retrato, com o Dórien Grey, o jog"
data\whisper_transcriptions\J. Karl Bogartte & Jaan Patterson - Woman of the Rain 122132.txt,kept,,45,0.8182,0.021,0.0,0.7778,0.0889,5.1556,unknown,"in the depths of a more obscure portraiture, or the clanging of incessant particles charged with flint and passage. The line between explication and understanding is rift with portals and detours, but it becomes you, beside you looking in, moving awa"
data\whisper_transcriptions\J. Surak - Chrysanthemums 72930.txt,dropped,too_repetitive,6,0.6944,0.0,0.0833,0.6667,0.5,4.1667,unknown,Part 3 The Part 4 Part 4 abundant so
data\whisper_transcriptions\J. Surak - The Seventeenth Lesson 72928.txt,dropped,too_short(<6_words),4,0.8519,0.0741,0.0,1.0,0.25,5.75,unknown,Wszelkie prawa zastrzeżone.
data\whisper_transcriptions\J.O. - Fortitude 107809.txt,kept,,92,0.7789,0.0259,0.0,0.6413,0.0978,4.1522,unknown,"I'm not a lyric so epidemic, let me spread my wings and represent the illest Understand the premise, the public stands for theorists So let me share my lyrics, I intend to kill it Let me can the critics and everything with it This is implicit, I am i"
data\whisper_transcriptions\Jaan Patterson - Nulla in Mundo Pax Sincera (Vivaldi) 117057.txt,dropped,too_short(<6_words),3,0.6875,0.125,0.0,1.0,0.3333,3.0,unknown,I'm going to go.
data\whisper_transcriptions\Jaan Patterson - The Flight of the Bumblebee (Nikolai Andrejewitsch Rimski-Korsakow) 116383.txt,kept,,30,0.7605,0.0299,0.024,0.7,0.1,4.2,unknown,"And nowopath Vive the Wizard Yane will be the之 ablaze will be believed in 1,000 years and I will be to nuble and finally burst throughそれ to the corpse Witht roll ship."
data\whisper_transcriptions\Jacco Gardner - A House On The Moon 81084.txt,dropped,too_short(<6_words),5,0.7826,0.0,0.0,1.0,0.2,3.4,unknown,I want to watch the end
data\whisper_transcriptions\Jacco Gardner - A House On The Moon _81084_.txt,kept,,39,0.7553,0.0106,0.0,0.8462,0.0769,3.5385,unknown,I want to watch the end The way it turns and turns and every break Turn to life I often feel But it's still a big time If I could try it out I won't stop here In my hand as I touch the sky
data\whisper_transcriptions\Jacco Gardner - Cabinet Of Curiosities 81083.txt,dropped,boilerplate_or_non_lyrics,4,0.8261,0.0435,0.0,1.0,0.25,4.75,unknown,Welcome to the podcast.
data\whisper_transcriptions\Jacket Thor - 1990 142516.txt,kept,,17,0.8191,0.0106,0.0,0.8235,0.1176,4.5882,unknown,Clean and bright Some things that we've shared Are now best buried Neath clay Clean and bright
data\whisper_transcriptions\Jacket Thor - Summer Sinners 142517.txt,kept,,15,0.8235,0.0118,0.0,0.8667,0.1333,4.6667,unknown,"For another night long drive, drive Shot through the night An electric flame of light"
data\whisper_transcriptions\Jacket Thor - This Morning's Preacher [bonus tune!] 142519.txt,kept,,27,0.7852,0.0268,0.0,0.8519,0.1111,4.2222,unknown,"And I'm jealous of your lies Oh Lord, the colors they evolve This morning's preacher made me cry As he broke the news of afterlife I'm jealous of you"
data\whisper_transcriptions\Jackie & The Cedrics - Chattanooga Choo Choo Train 56648.txt,dropped,too_short(<6_words),2,0.7692,0.0769,0.0,1.0,0.5,4.0,unknown,S eles síveis
data\whisper_transcriptions\Jackie & The Cedrics - Santa Claus is Coming to Town 56646.txt,kept,,18,0.7949,0.0427,0.0085,0.8889,0.1111,5.1667,unknown,That was made by the enfermedizes and 2的人 Outside it's holy history repetitionọi repetition ask avoid that Thank you.
data\whisper_transcriptions\Jackie & The Cedrics - The Cat 56651.txt,kept,,7,0.7609,0.1087,0.0,1.0,0.1429,5.0,unknown,Pearson Madisonению In Concret Marian The Bye.
data\whisper_transcriptions\Jad Fair and Jason Willett - Or So I've Been Told 993.txt,kept,,61,0.7355,0.0471,0.0,0.7541,0.0328,3.3443,unknown,"It is cold, we are merry, oh so I've been told Sweet and merry, come far from old We're the airy, oh so I've been told Here is the snow in my head Time to go back to bed Slow, slow, even then Hotel Joe, even then It's gotta be my friend He will see, "
data\whisper_transcriptions\Jahzzar - Birthday Cake 62751.txt,dropped,boilerplate_or_non_lyrics,9,0.7708,0.0625,0.0,1.0,0.1111,4.2222,unknown,"Welcome to the podcast, and we'll be right back."
data\whisper_transcriptions\Jahzzar - Dory Honey 122080.txt,dropped,too_short(<6_words),4,0.75,0.1,0.0,1.0,0.25,4.0,unknown,We'll be right back.
data\whisper_transcriptions\Jahzzar - Fastest Man on Earth 62436.txt,kept,,13,0.8152,0.0217,0.0326,1.0,0.0769,5.7692,unknown,Getting ambient Onesab Families Entikes 100 gallons weary Atber Gaming Off-screen Thank you.
data\whisper_transcriptions\Jahzzar - Gonzo 122082.txt,dropped,too_short(<6_words),4,0.75,0.1,0.0,1.0,0.25,4.0,unknown,We'll be right back.
data\whisper_transcriptions\Jahzzar - Haunted 62748.txt,dropped,boilerplate_or_non_lyrics,4,0.8261,0.0435,0.0,1.0,0.25,4.75,unknown,Welcome to the podcast.
data\whisper_transcriptions\Jahzzar - Jardins du Luxembourg 62452.txt,dropped,boilerplate_or_non_lyrics,9,0.7708,0.0625,0.0,1.0,0.1111,4.2222,unknown,"Welcome to the podcast, and we'll be right back."
data\whisper_transcriptions\Jahzzar - Maybe 62449.txt,kept,,7,0.775,0.075,0.0,1.0,0.1429,4.4286,unknown,"which insurance would have, has by수� You"
data\whisper_transcriptions\Jahzzar - Out of School 62458.txt,dropped,too_short(<6_words),4,0.75,0.1,0.0,1.0,0.25,4.0,unknown,We'll be right back.
data\whisper_transcriptions\Jahzzar - Sleepin' 62742.txt,kept,,19,0.7576,0.0505,0.0,0.8421,0.1053,3.9474,unknown,This Isn't Aunty this is Envy The occult for far the time is a LORDись in Erd categories Thank you.
data\whisper_transcriptions\James Beaudreau - American Gothic 43965.txt,dropped,too_short(<6_words),4,0.75,0.1,0.0,1.0,0.25,4.0,unknown,We'll be right back.
data\whisper_transcriptions\James Beaudreau - Devotional 73573.txt,dropped,too_short(<6_words),4,0.75,0.1,0.0,1.0,0.25,4.0,unknown,We'll be right back.
data\whisper_transcriptions\James Beaudreau - Soft Power 67673.txt,dropped,boilerplate_or_non_lyrics,12,0.7108,0.1084,0.0,0.5,0.3333,4.25,unknown,"Welcome to the podcast, I'm your host, I'm your host, I'm your host, I'm your host,"
data\whisper_transcriptions\James Beaudreau - The Mirror Wall _73566_.txt,kept,,23,0.6835,0.1367,0.0,1.0,0.0435,4.2174,unknown,• James is somebody who don't bond in our traditional 다음Birthful거 Can you walk with us? •<|nn|> -... Enough yet? • You're not even my wife.
data\whisper_transcriptions\James Franc-Parler - Animateur commercial intime 35734.txt,kept,,57,0.7719,0.0437,0.0031,0.7368,0.0702,4.2982,unknown,"Nous avons au rayon des conserves de la sauce tomate à prix réduit, deux pots pour le prix d'un seul. Si vous regardez bien au rayon charcuterie, vous pouvez acheter de la farce à saucisse qui est au prix de 2 euros le kilo. Et un petit peu plus loin"
data\whisper_transcriptions\Janet Bean - Deep River Blues 13927.txt,kept,,29,0.7764,0.0373,0.0,0.5862,0.1034,4.1034,unknown,I've got them deep river blues I'm going back to Muscle Shores Ain't no better place I'm told Cause I've got them deep river blues I've got them deep river blues
data\whisper_transcriptions\Jarby Mc Coy - ready for the tomatoes 111579.txt,dropped,too_short(<6_words),4,0.8,0.05,0.0,1.0,0.25,4.0,unknown,Welcome to the show.
data\whisper_transcriptions\Jardin de la Croix - Man made lightning 138010.txt,dropped,boilerplate_or_non_lyrics,12,0.7108,0.1084,0.0,0.5,0.3333,4.25,unknown,"Welcome to the podcast, I'm your host, I'm your host, I'm your host, I'm your host,"
data\whisper_transcriptions\Jardin de la Croix - Man made lightning _138010_.txt,dropped,too_short(<6_words),4,0.5581,0.0,0.2558,1.0,0.25,6.0,unknown,consciesteem next little 911 4 et 21 22 100
data\whisper_transcriptions\Jared C. Balogh - The Interviews 117970.txt,dropped,too_short(<6_words),4,0.7692,0.0769,0.0,1.0,0.25,5.0,unknown,It's just a short podcast.
data\whisper_transcriptions\Jarrod Fowler - Different Strokes for Different Folks 6679.txt,kept,,8,0.6393,0.1967,0.0,1.0,0.125,4.5,unknown,получилось print paper and paid meal requests ch needs I tätä
data\whisper_transcriptions\Jarrod Fowler - Index 6677.txt,kept,,7,0.7857,0.0238,0.0238,1.0,0.1429,4.7143,unknown,Apa yang disebut JPC produksi 5 Thank you.
data\whisper_transcriptions\Jarrod Fowler - Preface 6684.txt,kept,,8,0.7188,0.1562,0.0,1.0,0.125,5.75,unknown,insult... stations and ovenagem stalls dormant выступ Thank you.
data\whisper_transcriptions\JBlanked - Roy 155066.txt,dropped,too_short(<6_words),3,0.7333,0.0667,0.0,1.0,0.3333,3.0,unknown,I'm going to go
data\whisper_transcriptions\JBlanked - Roy _155066_.txt,dropped,too_short(<6_words),4,0.8333,0.0,0.0417,1.0,0.25,5.0,unknown,dling5 commonly in Nyotl
data\whisper_transcriptions\Jenny Mayhem - All the World 56521.txt,kept,,43,0.7767,0.0194,0.0,0.8605,0.0698,3.7907,unknown,It brought them to their knees Who's gonna know you in the end? Not the finest of these men So make it right And don't you forget what it's like To have nothing on your mind When all the world can touch you
data\whisper_transcriptions\Jenny Mayhem - Could Be (ft. Jesse Taylor) 64796.txt,kept,,37,0.7283,0.0636,0.0,0.4865,0.1622,3.5676,unknown,It could be on every last break It could be tied up by your tongue But you won't say love Why won't you? Why won't you? Why won't you say love? Why won't you? Why won't you?
data\whisper_transcriptions\Jenny Mayhem - Equatorial 56516.txt,kept,,40,0.7847,0.0144,0.0,0.925,0.05,4.05,unknown,I'm hanging upside down with my smile in a perfect frown You are jumping to shake the ground And you're smoking to smoke them out I bet you did not know When it turns all into snow We're not gonna be long gone
data\whisper_transcriptions\Jenny Mayhem - Keep the Fire 56519.txt,kept,,36,0.7906,0.0,0.0,0.6944,0.1389,4.0556,unknown,Just to keep on wishing You got a pattern that needs repeating I know you got a drum that needs some beating I know you got love right down to your shoes I know you gotta find out who you are
data\whisper_transcriptions\Jenny Mayhem - King of the Street 56517.txt,kept,,47,0.791,0.0082,0.0,0.8936,0.0426,4.0851,unknown,We lost in the great wide open I left each out to prove you right Those days we did not fight They were few and far between But they were there for something Somehow when the year came in I could have done most anything I couldn't drive so it's
data\whisper_transcriptions\Jenny Mayhem - King of the Street _56517_.txt,kept,,44,0.7893,0.0124,0.0,0.9318,0.0455,4.25,unknown,"In love, still a great wide open I lived each hour to prove you right Those days we did not fight They were few and far between But they were there for something Somehow when the year came in I coulda done most anything I couldn't drive so a-"
data\whisper_transcriptions\Jenny Mayhem - Morning Sun 56520.txt,kept,,45,0.7675,0.0132,0.0,0.7556,0.0444,3.8,unknown,"I look about that morning sun And how till it gives me sun I look about that morning sky Most of my days on something special I got a job on the lowest levels Got a man, he ain't so fine But a man doesn't love me All of the time"
data\whisper_transcriptions\Jenny Mayhem - When You're Older 56518.txt,kept,,37,0.7887,0.0206,0.0,0.8378,0.0811,4.1892,unknown,"And I still know just how you came, just how you It's the way the world breathes today Spinning our fog like it did on your morning break There's something so fine in the way we've been spending"
data\whisper_transcriptions\Jeremy Allingham - Bring Those Presents to Me! 147087.txt,kept,,45,0.7456,0.0307,0.0088,0.7333,0.0667,3.6444,unknown,"On the 25th door, what a good boy I'll be What a good boy I'll be Santa, I am sorry For all that I have done But starting right now, I won't be naughty or loud, yeah Bring those presents to me Bring those presents to me Fa la la"
data\whisper_transcriptions\Jeremy Gluck & Jaan Patterson - Victim of Dreams 122168.txt,kept,,70,0.7761,0.0473,0.0,0.7857,0.0857,4.4429,unknown,"Old furniture in clothes, contents of floors, pictures on the walls, everything became still. Nothing aged nor was renewed. All the furniture came from Corvus, dated and dusty by degrees. The other room, the old, old drawer. The truth is, school for "
data\whisper_transcriptions\Jeremy Gluck & Jaan Patterson - Victim of Dreams _122168_.txt,kept,,74,0.784,0.0376,0.0,0.7297,0.1081,4.5135,unknown,"Old furniture and drawers, clintents and floors, pictures on the walls, everything became still. Nothing aged nor was renewed. All the furniture came from corners dated at dusty white degrees. The other were the old old drawers. The truth was, the sc"
data\whisper_transcriptions\Jesse Olsen Bay - 8 118499.txt,kept,,9,0.7857,0.0571,0.0,0.7778,0.2222,5.8889,unknown,"A million miles somewhere inside, I know, we're still a million miles."
data\whisper_transcriptions\Jim Morisson mon cul - gymnosperm 29128.txt,kept,,32,0.7143,0.087,0.0,0.8438,0.0938,3.4375,unknown,"Et bien, un syphénose terme Avec ceci, nos irons loin Casser la vérité au clou du chemin Avec ce nid-noster, oui Mais, oh, c'est pas du ça Ça va bien, ça va bien"
data\whisper_transcriptions\Jimmy & The Threats - Silly Guy 130709.txt,kept,,74,0.7863,0.0254,0.0,0.7297,0.0541,4.1892,unknown,"Flash champion starving for retention Kaki attitude, substitute, swing defensive You can tell he never spent time in the hood Cause he thinks that any type of hype is good Folks that just met him say, isn't he fine? But those that know better just ca"
data\whisper_transcriptions\Jimmy & The Threats - This Party 130710.txt,kept,,95,0.8072,0.0482,0.0,0.8632,0.0632,5.4737,unknown,"Galliners are poppin', mommies droppin' thermometers Whatever the style costs, I'm off for store credit Word vomiting, vowels clashing the consonants The crowd's complexin', talkin' just to be talkin' for signin' It's dominant, singin' along no matte"
data\whisper_transcriptions\Jimmy & The Threats - Twenty Somethin' 130711.txt,kept,,90,0.7853,0.0174,0.0039,0.7333,0.0444,4.4,unknown,"20-something America Yeah, yeah, yeah, yeah Now it goes to struggle And I get pride to rush And I'll pick a side Appreciate it long as you're affiliated When it comes down I'm picking the side The digit quick to drive Throwing down without a crew Or "
data\whisper_transcriptions\Jiony - Woman Alone 56249.txt,kept,,44,0.7628,0.0698,0.0,0.8864,0.0682,3.7727,unknown,nor sad. An old wine-drinking woman who knows the old roads grass grown and laughs to her soul. She knows it can't be. That's Mrs. Do-as-you-would-be-done-by from the water babies. No one can walk the world anymore.
data\whisper_transcriptions\Joan's Diary - Jesus Punk 129620.txt,kept,,45,0.7972,0.0,0.0,0.4,0.1111,3.8444,unknown,This is what you think about your friends at the time What do you think we said yourself The big of the crowd This is what you think about your friends at the time This is what you think about your friends at the time
data\whisper_transcriptions\Joanna Sternberg - Lullaby To Myself 123097.txt,kept,,16,0.7917,0.0,0.0,0.875,0.125,3.5625,unknown,down the path to float to sleep sing this lazy song with me as you sleep
data\whisper_transcriptions\Joerg Piringer - Schreien 24512.txt,dropped,too_short(<6_words),4,0.8462,0.0385,0.0,1.0,0.25,5.5,unknown,in solution of solidarity.
data\whisper_transcriptions\Joey Ripps - With Me (Instrumental) 44236.txt,dropped,boilerplate_or_non_lyrics,4,0.8261,0.0435,0.0,1.0,0.25,4.75,unknown,Welcome to the podcast.
data\whisper_transcriptions\John Badger & The Moustache Riders of Doom - A Dream of Heaven in a Terminal Ward 39318.txt,kept,,15,0.8101,0.0127,0.0,0.8667,0.1333,4.2667,unknown,My biom Pharisees The They Did Your If They What Is Second What Belvoir Upbeat.
data\whisper_transcriptions\John Badger & The Moustache Riders of Doom - Skeletons Fighting Over A Pickled Herring 51301.txt,kept,,7,0.6923,0.1538,0.0,1.0,0.1429,3.8571,unknown,"One, two, three, four, five. Thank you."
data\whisper_transcriptions\John Bellows - Feelin' Down 58135.txt,kept,,31,0.7633,0.0725,0.0,0.9355,0.0645,4.9677,unknown,"That's what I say, when any friend of mine, I'm feeling down, I'm feeling down. Cold, close, and blustery day. Feet on the street, girls with rattling chains. Painting man's stroke, setting a rhythmic swing."
data\whisper_transcriptions\John Bellows - Travel On 58140.txt,kept,,31,0.7718,0.0201,0.0,0.8065,0.0968,3.6774,unknown,"We wait until the end of the morning, and go to bed late every night And believe you me, we will stand our knees, but we will go down without a fight"
data\whisper_transcriptions\John Graham - The Dark Arts 97041.txt,kept,,102,0.7864,0.0372,0.0032,0.7549,0.1176,4.7255,unknown,Not God. Sacrifice to a high priest offering at the altar. Read from the book of I Ching after they killed the author. Slept with the king's daughter. Preservation of bloodline. Drunk wine from a gold cup holding the holy water. Just imagine the thou
data\whisper_transcriptions\John Wort Hannam - Great Lakes 89482.txt,kept,,47,0.7637,0.038,0.0,0.6383,0.0851,3.8511,unknown,"And you were heaven sent, I was hell bent Oh, they said we'd never last for long But we wanted to prove them wrong Yeah, we wanted to prove them right Darling, are you too far gone? Darling, are you too far Darling, are you too far gone?"
data\whisper_transcriptions\John Wort Hannam - Poor Man 89486.txt,kept,,17,0.7831,0.0241,0.0,0.5294,0.1176,3.9412,unknown,And my pockets are full But only if there's My pockets are full But only if there's
data\whisper_transcriptions\John Wort Hannam - Requiem for a Small Town 89484.txt,kept,,48,0.749,0.0535,0.0,0.6875,0.0625,3.8125,unknown,"But how about we get all dressed up, go out, get all messed up, no doubt we'll all fess up This town, she's a sad refrain, of old love letters sent in vain Of things that could, but never became, oh, oh, oh, things that could, but never became"
data\whisper_transcriptions\John Wort Hannam - Song in my Heart 89485.txt,kept,,39,0.7619,0.0212,0.0,0.6923,0.1026,3.6667,unknown,"I wish we could disappear Be a million miles Away from here But you can't hear The song in my heart Oh, the one I sing for you Every day No, you can't hear The song in my heart If you could"
data\whisper_transcriptions\Jonah Rapino - 1. Solo Project 75844.txt,dropped,tokens_too_short_gibberish,40,0.7143,0.039,0.0,0.45,0.2,2.7,unknown,"To be To be To be To be To be To be To be To be Oh well Oh bury me Now I'm the lone fairy Oh do you lay-hoo? Where the white coyote? Oh me, or you lay-hoo"
data\whisper_transcriptions\Jonah Rapino - 19. Male Fantasy 75862.txt,kept,,44,0.7706,0.0275,0.0,0.7273,0.0909,3.9091,unknown,"She's all alone, but not for the baby It's time for the rescue You're gonna love my baby As much as I already love you You're not in shining armor The man who's in control The wrong touch pride Will now be my pride Mel"
data\whisper_transcriptions\Jonah Rapino - 26. Whistling 75869.txt,kept,,8,0.7385,0.0615,0.0,0.5,0.25,5.0,unknown,I'm a badass biker on a holiday. I'm a badass biker on a holiday.
data\whisper_transcriptions\Jonathan Zorn - 3 118500.txt,dropped,boilerplate_or_non_lyrics,4,0.8261,0.0435,0.0,1.0,0.25,4.75,unknown,Welcome to the podcast.
data\whisper_transcriptions\Jono Bacon - Free Software Song 2 58333.txt,kept,,36,0.8065,0.023,0.0,0.8611,0.0556,4.7778,unknown,"Join us through our shallow software Hottest can get piles of money But they cannot help our neighbors When we have enough free software And I'm tall, and I'm tall We'll throw out this dirty license Evermore, evermore"
data\whisper_transcriptions\Josh Armistead - At Sea 148210.txt,kept,,22,0.7586,0.0431,0.0,0.8636,0.1818,3.9545,unknown,"Down to the beach, a drunken mess So I couldn't sleep in peace Oh, oh, oh, oh These are just some of my fundamentals"
data\whisper_transcriptions\Josh Armistead - Black & Gold 148231.txt,kept,,49,0.7824,0.0115,0.0,0.9796,0.0408,4.0816,unknown,Tell me once again that you'll always be my friend And I will know for sure not to ever close the door No matter what might happen in this loose chaotic pattern of us two There's a few words I am not very good at getting out But when I do I'm overwhe
data\whisper_transcriptions\Josh Armistead - Friends Of Mine 148186.txt,kept,,22,0.7611,0.0265,0.0,0.7273,0.0909,3.6818,unknown,"I'm playing my Friends of mine Come back to me I had to go It was an emergency Oh, friends of mine I'm playing my"
data\whisper_transcriptions\Josh Armistead - From The Sun 148213.txt,kept,,12,0.806,0.0,0.0,1.0,0.0833,4.3333,unknown,I swear I came this way just over months ago But footsteps are gone
data\whisper_transcriptions\Josh Armistead - Hand of The Hunter 148235.txt,dropped,too_short(<6_words),4,0.75,0.1,0.0,1.0,0.25,4.0,unknown,We'll be right back.
data\whisper_transcriptions\Josh Armistead - Hand of The Hunter _148235_.txt,kept,,40,0.801,0.0097,0.0,0.725,0.1,4.125,unknown,Whistling Make amends If you dance with them devil-mawry friends It ends just as quick as it begins When the hunter is the hunted you can sing again When the hunter is the hunted we can swing There's a song
data\whisper_transcriptions\Josh Armistead - Hit The Drums 148233.txt,kept,,18,0.7727,0.0545,0.0,0.7222,0.1111,4.7222,unknown,"I bet you Simple songs, the simpler the better, simple songs No, we don't need a keyboard, don't need computer"
data\whisper_transcriptions\Josh Armistead - It's Alright 148215.txt,dropped,low_token_diversity,8,0.7407,0.1296,0.0,0.25,0.5,5.5,unknown,"It's alright, it's alright, it's alright, it's alright"
data\whisper_transcriptions\Josh Armistead - It's My Dream 148214.txt,dropped,low_token_diversity,18,0.6848,0.0978,0.0,0.2778,0.5,3.3333,unknown,"Problems that I want Wilds that I want Wilds that I want Oh, oh, oh, oh, oh, oh, oh, oh, oh."
data\whisper_transcriptions\Josh Armistead - It's My Dream _148214_.txt,dropped,too_short(<6_words),4,0.8636,0.0,0.0,1.0,0.25,4.75,unknown,fat old emergency look
